"mean_2012","state","location","both_sexes_2002","females_2002","males_2002","both_sexes_2003","females_2003","males_2003","both_sexes_2004","females_2004","males_2004","both_sexes_2005","females_2005","males_2005","both_sexes_2006","females_2006","males_2006","both_sexes_2007","females_2007","males_2007","both_sexes_2008","females_2008","males_2008","both_sexes_2009","females_2009","males_2009","both_sexes_2010","females_2010","males_2010","both_sexes_2011","females_2011","males_2011","both_sexes_2012","females_2012","males_2012","males_change","n","n.1","n.2","n.3","n.4"
17.9603646833013,"Texas","Loving County",19.6,10.9,28.6,20.9,11.9,30.3,20.9,12.4,29.8,20.5,11.2,30.1,29.1,21.4,37.2,29.6,22.8,36.7,30.6,23.7,37.8,32.4,24.2,40.8,34.5,26.6,42.6,37.3,29.5,45.4,35.5,27.7,43.5,14.9,1992,0.637236084452975,2580,0.825335892514395,786
